Sample	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22	chrX	chrM	chr22_KI270733v1_random	chrUn_GL000220v1
17	0.5801972482598412	0.400372643584404	0.3569191927268778	0.2148808749771761	0.3523935195050345	0.6522105710023283	0.47772178084851813	0.33323824085542586	0.4772723454185296	0.3553860644375256	0.4594282905499367	0.45932962010928835	0.15613150111901955	2.349510649700732	0.3229512877290083	0.49723254749550844	0.9516024376884968	0.19265201186102954	0.9999935211673104	0.5481644955351234	17.498495009274595	0.6697792903897973	0.24739684807292983	293.2792159992758	2229.169344059034	2311.074830146262
2	0.5215020994031372	0.3537889620308802	0.4467970344372719	0.17593555795603674	0.31730492796781246	1.0481475538986549	0.49540692669781045	0.32219274443090945	0.6275035862773383	0.38052408291796824	0.4209972787649825	0.5117307383316102	0.12971039697907025	4.850592453134746	0.3101052268924687	0.571440386582423	0.9233584919261774	0.1619545887643826	0.8621470777181474	0.48780163536600635	13.80324966612665	0.5538441309222879	0.20464470128638299	370.90893330523227	1834.4963378668765	1872.8985657575852
20	0.8581178268173087	0.6489541043878154	0.49930435304797605	0.2813971389315336	0.513577886710745	0.8395706978093646	0.7445749154521453	0.4669161240650149	0.6897231832447773	0.5067598956924674	0.7679083393538085	0.7685302962621186	0.22068376828580094	2.460593136933984	0.5570626630978511	0.9097804293435238	1.6205918444124905	0.2528784039900515	2.0510547189136887	0.9045912696150638	10.005288335775019	1.1520744749395995	0.4218860946096831	350.15802987332165	1215.0799564198721	1252.2764381301013
26	0.6313979408815205	0.5090198868808312	0.5858779725257993	0.2307291424307704	0.40683665089549326	0.6679440203060009	0.6196332477775164	0.4032773334742375	0.7419253787105414	0.4908860802130333	0.4700203764448579	0.5556707703311787	0.17970840037486802	1.7689466160992926	0.39267406880619504	0.6075428145821026	0.9579570442647078	0.21368653715070868	0.9000257720283928	0.5872435317569222	15.398263131549582	0.6871629415680452	0.23351467967697048	434.56789760196057	2026.7664058296361	2142.9647769035278
27	0.1861271540346426	0.13255306344976722	0.16018741404902304	0.0563954869623669	0.10517542694195181	0.19009795334993926	0.1464628952327396	0.11674115266330605	0.19709885946724376	0.1176160495488368	0.11617510986454915	0.16516474141703766	0.04697121785577072	0.4998694132772014	0.09424189357049957	0.13801212204423371	0.22596872982309088	0.05075865967858602	0.20957417181965485	0.13939133791023442	28.340265399085578	0.16297473921324904	0.06376787680707208	349.3732699416612	3776.115579077228	4036.239879608803
28	0.923519320772074	0.7735693857023439	0.8758137664710699	0.35256690700441545	0.6372935028813976	0.8567690720930727	0.9439684762583458	0.5577648607716205	1.0920854576051768	0.7164940872951481	0.6921429687370602	0.842080475500033	0.2612110107777985	2.0755972962662965	0.5971197232390165	0.8440455178579261	1.359864640158192	0.33581681681200487	1.3062184202039955	0.9284703227122654	7.894095202109943	0.9353388128584624	0.34039947606056725	443.96534770068257	984.4633601613931	1035.1226439769289
29	0.8554443356666452	0.6370580673697152	0.7269454332299815	0.287419635526015	0.5495129446744533	0.7546250783078199	0.8620926747676708	0.45975869261453095	0.8961077826695373	0.6179040866381595	0.613024479549632	0.7754820490006432	0.20801687129539026	1.808646471073356	0.5037434701428735	0.7972988548137847	1.3552048694791525	0.2698338317015527	1.3468704723046672	0.8716589540965239	10.770675238034983	0.9484993313942959	0.3159571617841516	342.9474095210409	1385.9488414983587	1452.2958965007203
30	0.7937566364844358	0.5640277282292433	0.6492629401588014	0.24778690753497315	0.4300560638959503	0.7121531359161924	0.662037648443602	0.42469918390088607	0.827237553330073	0.4424535509156912	0.5875857971630853	0.6113041980247067	0.19734003526891458	2.16221759079812	0.4151178374284992	0.6785043580658624	1.3243478620369595	0.24280228886419244	1.288965318483224	0.7794252251150372	12.581719171298243	1.030372275702121	0.34624471117641653	332.19947977599327	1636.2466455413116	1706.8725932311527
31	0.4602691811363608	0.44459431112530245	0.8800929299593404	0.11331521411207851	0.2125898390677773	1.039043191442595	0.3506311991617074	0.20465762976754648	1.5102400985179125	0.21551011348006993	0.31695050652637907	0.483251542810473	0.09040565567082734	6.645968784836527	0.2159191605420544	0.39428741049369015	1.0866664602959668	0.11396200305305008	0.8202162045738949	0.4390227972236044	10.871063740443393	0.7001601761196463	0.19371509306905355	198.5598176555497	1432.5033839242385	1497.6915895453055
32	0.13882394766893466	0.0734617068489207	0.0956477158428672	0.02945604992159593	0.06293402764752228	0.11056698957863526	0.08427113635610421	0.07062519296245681	0.12653625933619786	0.05535760160916963	0.07173335849928246	0.11014526501923536	0.026765468341930564	0.3840113927015662	0.052156144770953976	0.08616083159482954	0.17767836192399486	0.029337928660211652	0.1691290266090823	0.10751331805249699	30.15644059495896	0.13572873021087964	0.04840524501764912	213.09049467946028	3995.9499950964414	4220.117228960603
